-0.584619405176577,0.49110872014851,0.311022035580248,0.137843489751342,-0.738939059667059,-0.518253370854679,0.800110752164413,0.35034900793164,-0.314034443638583,-0.706850011480814,-1.36148785463026,-1.02753677629245,-1.61378490886208,0.857572753505786,0.877801127997291,0.52723315176562,-0.310609045501963,0.137173674682546,0.121410349321916,0.0770262678098536,-0.013902592965949,-0.578769674395648,0.470135143928699,-0.192786187930461,-0.386522013370752,0.0989704609670229,-0.17924993110082,-0.0220313449574536|48563|0
-1.47370501397372,-0.490746055785213,1.25124383910551,-1.3831820350997,-0.179142965192072,-1.01283717367678,-0.100164127720135,0.0930812948755213,-0.33138896423634,0.534042613834491,-0.617951037398787,-1.3878915742616,-2.00414734814025,-0.276361819977628,-0.732835919517505,0.314783810602656,0.926010979751365,-2.01617144751108,-0.120556832590221,0.0329969884466572,0.085202701980748,0.456417663539957,0.00746947086814512,0.393578953292278,0.0731925599744748,-0.307048692573593,0.298414182966657,0.423304435231626|55838|0
-0.34278481319557,0.987404724314421,1.2553357831164,0.081970978529206,-0.14308609347809,-1.03645067795044,0.569333055861075,0.0408522281335369,-0.0919460240032998,-0.451313266300027,-0.55146815702983,-1.14030355245228,-1.8792308631826,-0.0318594559542756,1.11289871766457,0.475591386249852,0.1229805376697,0.105636842033962,-0.0774400782745959,-0.0164219777856839,-0.287247695159517,-0.852737267214983,0.00646629952753608,0.279751936257268,-0.228682362461199,0.0785906268397313,0.232970949853512,0.0939743690613507|14353|0
1.29065960610236,0.0249934176664675,-0.16465912423379,-0.00675201225624969,-0.237422650722846,-1.06366010498186,0.249875760951586,-0.218130437421115,0.162137145942739,-0.107000088528808,-0.817217430251542,-0.589498476762276,-1.19504417243563,0.660995956199756,1.03341110069752,0.326210551699203,-0.307125781589285,-0.682918231905753,0.46896647682282,-0.0964778721860681,-0.477943258989436,-1.54221998845715,0.142705915509174,-0.141576575991143,0.113919120352658,0.655521526068881,-0.114451510117589,-2.58400980690062E-4|58127|0
-0.0819625932030054,0.2607528037325,0.315359094406978,0.144742825211772,0.843776926115257,1.62992978039497,0.550626097770723,0.503988076262088,0.222397986350377,-0.653184564422899,-1.01673472332223,-0.344759750936503,-0.820247164727447,0.158391462095826,0.761192665300368,-0.496510882375817,0.00158478574365548,-0.97111265852704,-1.66099101006942,-0.135915629742802,0.206170446139116,0.566920364922455,0.238467638264385,-0.633616197962284,-0.411458900508755,-0.668019539013586,0.0904682451597988,0.0146171566439628|22020|0
-1.54710326910755,-0.298285217007994,1.45322789948603,-0.679716824932322,-0.232001908953577,-0.945514024544925,-0.15990860711365,0.434636557462086,-1.48486225159662,-0.406230190315757,-0.560855135301214,0.515102695731803,0.441638498864122,0.0354511596227815,-0.982446323881584,-2.0288749189858,0.670863697638781,0.129247964096817,-1.78418737761791,-0.395294734459122,-0.244040207119324,-0.539862478967693,0.00729232885173839,0.623830678105755,0.0783121606467265,0.196074355186731,-0.0514088443206112,-0.0925138422406809|12691|0
0.852523133888039,-2.02928931876122,0.351768936205695,-1.06804033287518,-2.00802751374903,-0.78393138335313,-0.601680305343927,-0.287613593073534,-1.84479558649177,1.24468988097564,-0.348723132839734,-0.599233038233173,1.02242186473518,-0.390473419863455,0.749624860131532,-0.164440582261551,0.4106953786291,-0.0680950928830454,-0.349863007219274,0.389413743042471,-0.160015850138242,-0.852976902665699,-0.12198455531544,0.368998415081156,0.022573170139241,-0.447740425589155,-0.0177409272838675,0.0894256915371919|50514|0
-0.414510992181818,0.925481921968722,1.53265093025037,-0.0149590956034424,-0.216721994319415,-0.942346233014653,0.585948755380505,0.0293449700582767,-0.140656641976338,-0.261500977885459,-0.684546325251224,-0.941643021866928,-1.64795809644954,0.476343644767288,1.03215489518667,0.276530893816839,-0.296665525129037,-0.147169160616296,0.0250060998848358,-0.0122031123015058,-0.247582534800909,-0.73203914287738,-0.00356656958782789,0.320444617197868,-0.251326272577967,0.0768201601919298,0.254589039006431,0.117381945497452|10997|0
-1.8357723510028,-0.422885539174318,-0.572753375224132,-3.52913905241562,0.677295815512779,-0.740506356049888,0.628079762096256,-1.64712834178838,0.76362549471753,0.833238899793117,0.647941175864766,-0.0989489850096829,-1.02470146828607,0.0996126927727357,0.825450890769778,-3.08221413059486,-0.0891699497468601,2.07376615515604,1.6120724921461,-0.697326855997429,0.35809289888795,-0.171813100489186,-0.727353587470842,0.356819626417925,0.295755376932206,-0.74452487614201,-1.1466539649642,-0.541444259603451|58356|0
-1.70876197900274,0.734491647285378,0.75485165929578,-0.647048999717015,0.151569192778203,0.279769616301469,0.390238445563715,-0.305138292626344,2.45456138108373,0.00493579295862458,-1.02242862683791,-2.77239554568495,2.20336078183978,0.554058784116142,-0.629383462770538,0.443079336462962,-0.33252757392169,0.699509461835355,-0.180048424989261,-0.204656691000504,0.0257906749300818,0.680226029018323,-0.434994788990814,-0.977425229145849,-0.313042470550704,0.475646634354409,-1.13703446068517,0.0175246483154232|7017|0
